Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.45     0.00   662391     0.00     0.00  void std::allocator_traits<std::allocator<std::vector<Route*, std::allocator<Route*> > > >::construct<std::vector<Route*, std::allocator<Route*> >, std::vector<Route*, std::allocator<Route*> > const&>(std::allocator<std::vector<Route*, std::allocator<Route*> > >&, std::vector<Route*, std::allocator<Route*> >*, std::vector<Route*, std::allocator<Route*> > const&)
  0.00      0.45     0.00   662391     0.00     0.00  std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::push_back(std::vector<Route*, std::allocator<Route*> > const&)
  0.00      0.45     0.00   659396     0.00     0.00  __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >::operator*() const
  0.00      0.45     0.00   600000     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const
  0.00      0.45     0.00   443168     0.00     0.00  std::vector<Route*, std::allocator<Route*> >::end()
  0.00      0.45     0.00   390000     0.00     0.00  boost::date_time::int_adapter<long>::not_a_number()
  0.00      0.45     0.00   383566     0.00     0.00  std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_M_end()
  0.00      0.45     0.00   381600     0.00     0.00  std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_M_begin()
  0.00      0.45     0.00   379699     0.00     0.00  std::operator==(std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > const&, std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > const&)
  0.00      0.45     0.00   379634     0.00     0.00  std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::_Rb_tree_iterator()
  0.00      0.45     0.00   379634     0.00     0.00  std::map<Route*, std::vector<Route*, std::allocator<Route*> >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::end()
  0.00      0.45     0.00   379634     0.00     0.00  std::operator!=(std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > const&, std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > const&)
  0.00      0.45     0.00   378265     0.00     0.00  std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_S_key(std::_Rb_tree_node_base const*)
  0.00      0.45     0.00   378000     0.00     0.00  boost::date_time::int_adapter<long>::is_nan() const
  0.00      0.45     0.00   377668     0.00     0.00  void __gnu_cxx::new_allocator<Route*>::construct<Route*, Route* const&>(Route**, Route* const&)
  0.00      0.45     0.00   377668     0.00     0.00  std::vector<Route*, std::allocator<Route*> >::push_back(Route* const&)
  0.00      0.45     0.00   372000     0.00     0.00  boost::date_time::int_adapter<long>::neg_infinity()
  0.00      0.45     0.00   372000     0.00     0.00  boost::date_time::int_adapter<long>::pos_infinity()
  0.00      0.45     0.00   372000     0.00     0.00  boost::date_time::int_adapter<long>::is_special() const
  0.00      0.45     0.00   372000     0.00     0.00  boost::date_time::int_adapter<long>::is_infinity() const
  0.00      0.45     0.00   372000     0.00     0.00  __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const
  0.00      0.45     0.00   372000     0.00     0.00  std::numeric_limits<long>::min()
  0.00      0.45     0.00   369311     0.00     0.00  bool __gnu_cxx::operator!=<Route**, std::vector<Route*, std::allocator<Route*> > >(__gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > > const&, __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > > const&)
  0.00      0.45     0.00   366000     0.00     0.00  boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::time_duration(boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> > const&)
  0.00      0.45     0.00   331212     0.00     0.00  AllEnv::getNumPaths(int)
  0.00      0.45     0.00   331198     0.00     0.00  AllEnv::PathAtLevel(int, int)
  0.00      0.45     0.00   331198     0.00     0.00  AllEnv::AddtoFlatPath(std::vector<Route*, std::allocator<Route*> >)
  0.00      0.45     0.00   331198     0.00     0.00  AllEnv::GetExtendRoutes(Route*)
  0.00      0.45     0.00   331198     0.00     0.00  AllEnv::AddToPath(int, std::vector<Route*, std::allocator<Route*> >)
  0.00      0.45     0.00   331198     0.00     0.00  __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >::operator-(long) const
  0.00      0.45     0.00   331198     0.00     0.00  std::map<int, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::key_comp() const
  0.00      0.45     0.00   331198     0.00     0.00  std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_M_range_check(unsigned long) const
  0.00      0.45     0.00   331198     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::key_comp() const
  0.00      0.45     0.00   331198     0.00     0.00  std::map<int, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::lower_bound(int const&)
  0.00      0.45     0.00   331198     0.00     0.00  std::map<int, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::at(int const&)
  0.00      0.45     0.00   331198     0.00     0.00  std::vector<Route*, std::allocator<Route*> >::back()
  0.00      0.45     0.00   331198     0.00     0.00  std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::at(unsigned long)
  0.00      0.45     0.00   331198     0.00     0.00  std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::operator[](unsigned long)
  0.00      0.45     0.00   331198     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::lower_bound(int const&)
  0.00      0.45     0.00   328198     0.00     0.00  __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >::operator++()
  0.00      0.45     0.00   252000     0.00     0.00  bool __gnu_cxx::operator!=<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      0.45     0.00   192000     0.00     0.00  boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long>::res_adjust()
  0.00      0.45     0.00   186000     0.00     0.00  boost::posix_time::time_duration::time_duration(boost::posix_time::time_duration const&)
  0.00      0.45     0.00   186000     0.00     0.00  boost::posix_time::time_duration::time_duration(long, long, long, long)
  0.00      0.45     0.00   186000     0.00     0.00  boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::time_duration(long, long, long, long)
  0.00      0.45     0.00   186000     0.00     0.00  boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long>::is_adapted()
  0.00      0.45     0.00   186000     0.00     0.00  boost::date_time::time_resolution_traits_adapted64_impl::is_adapted()
  0.00      0.45     0.00   186000     0.00     0.00  boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::is_special() const
  0.00      0.45     0.00   186000     0.00     0.00  boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::ticks() const
  0.00      0.45     0.00   180000     0.00     0.00  Route::getDepDT()
  0.00      0.45     0.00   180000     0.00     0.00  boost::posix_time::time_duration::time_duration(boost::posix_time::time_duration&&)
  0.00      0.45     0.00   180000     0.00     0.00  boost::posix_time::hours::hours<int>(int const&, boost::enable_if<boost::is_integral<int>, void>::type*)
  0.00      0.45     0.00   180000     0.00     0.00  boost::posix_time::ptime::ptime(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&)
  0.00      0.45     0.00   180000     0.00     0.00  long boost::numeric_cast<long, int>(int)
  0.00      0.45     0.00   180000     0.00     0.00  boost::operators_impl::operator>=(boost::posix_time::ptime const&, boost::posix_time::ptime const&)
  0.00      0.45     0.00   180000     0.00     0.00  boost::numeric::convdetail::dummy_range_checker<boost::numeric::conversion_traits<long, int> >::validate_range(int)
  0.00      0.45     0.00   180000     0.00     0.00  boost::numeric::convdetail::non_rounding_converter<boost::numeric::conversion_traits<long, int>, boost::numeric::convdetail::dummy_range_checker<boost::numeric::conversion_traits<long, int> >, boost::numeric::raw_converter<boost::numeric::conversion_traits<long, int> > >::convert(int)
  0.00      0.45     0.00   180000     0.00     0.00  boost::numeric::raw_converter<boost::numeric::conversion_traits<long, int> >::low_level_convert(int)
  0.00      0.45     0.00   180000     0.00     0.00  boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::counted_time_rep(long)
  0.00      0.45     0.00   180000     0.00     0.00  boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::add_time_duration(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&, boost::posix_time::time_duration)
  0.00      0.45     0.00   180000     0.00     0.00  boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::is_less(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&, boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&)
  0.00      0.45     0.00   180000     0.00     0.00  boost::date_time::base_time<boost::posix_time::ptime, boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> > >::base_time(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&)
  0.00      0.45     0.00   180000     0.00     0.00  boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::is_special() const
  0.00      0.45     0.00   180000     0.00     0.00  boost::date_time::base_time<boost::posix_time::ptime, boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> > >::operator<(boost::posix_time::ptime const&) const
  0.00      0.45     0.00   180000     0.00     0.00  boost::date_time::base_time<boost::posix_time::ptime, boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> > >::operator+(boost::posix_time::time_duration const&) const
  0.00      0.45     0.00   168000     0.00     0.00  boost::char_separator<char, std::char_traits<char> >::is_dropped(char) const
  0.00      0.45     0.00   146879     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.45     0.00   146680     0.00     0.00  std::allocator_traits<std::allocator<Route*> >::max_size(std::allocator<Route*> const&)
  0.00      0.45     0.00   146680     0.00     0.00  std::vector<Route*, std::allocator<Route*> >::_S_max_size(std::allocator<Route*> const&)
